,distance (m),,,
2.1264,0.098629,0.15443,0.1583,0.1667
2.1277,0.10109,0.15507,0.16226,0.16771
2.129,0.09655,0.15378,0.15694,0.16162
2.1302,0.10175,0.15538,0.16168,0.16438
2.1315,0.092908,0.15055,0.15233,0.167
2.1327,0.094352,0.1543,0.16412,0.1623
2.134,0.096009,0.15354,0.15443,0.16395
2.1353,0.094197,0.14993,0.15429,0.16109
2.1365,0.098364,0.15024,0.16532,0.16031
2.1378,0.089411,0.14999,0.16154,0.16561
2.1391,0.091846,0.15169,0.15903,0.16301
2.1403,0.096182,0.15018,0.15959,0.16559
2.1416,0.09183,0.15103,0.16294,0.15712
2.1429,0.097021,0.15301,0.1604,0.15926
2.1441,0.092022,0.14984,0.15753,0.157
2.1454,0.090899,0.15173,0.15535,0.15964
2.1466,0.090577,0.15269,0.15656,0.1749
2.1479,0.089339,0.15834,0.15749,0.16314
2.1492,0.095424,0.14723,0.16101,0.15728
2.1504,0.095763,0.14975,0.15496,0.16048
2.1517,0.094086,0.15334,0.15893,0.16022
2.153,0.097605,0.1516,0.15556,0.1642
2.1542,0.09503,0.15326,0.16564,0.16212
2.1555,0.090318,0.15269,0.16006,0.16532
2.1568,0.093211,0.15539,0.1625,0.16251
2.158,0.090222,0.15149,0.16173,0.16132
2.1593,0.091939,0.15252,0.15923,0.16707
2.1606,0.088697,0.1485,0.15883,0.16075
2.1618,0.086255,0.15216,0.15828,0.16248
2.1631,0.090455,0.15009,0.1601,0.1578
2.1643,0.089985,0.14475,0.15462,0.16392
2.1656,0.094099,0.15317,0.15019,0.16266
2.1669,0.09072,0.14466,0.16353,0.16395
2.1681,0.092734,0.14663,0.1629,0.15682
2.1694,0.088976,0.14569,0.15682,0.15749
2.1707,0.08792,0.14928,0.15266,0.1616
2.1719,0.098135,0.15152,0.15017,0.15646
2.1732,0.09931,0.14669,0.16057,0.15509
2.1745,0.091334,0.14426,0.15342,0.15975
2.1757,0.094634,0.14852,0.15587,0.1571
2.177,0.097624,0.14744,0.15789,0.16084
2.1783,0.086641,0.15293,0.15369,0.15872
2.1795,0.095893,0.14876,0.16142,0.16331
2.1808,0.092107,0.15073,0.15555,0.15677
2.182,0.091068,0.14284,0.15508,0.15576
2.1833,0.096193,0.14833,0.15849,0.16404
2.1846,0.092524,0.15168,0.16049,0.17057
2.1858,0.094292,0.14527,0.16306,0.15849
2.1871,0.09701,0.14414,0.15585,0.15599
2.1884,0.093729,0.15275,0.15878,0.15687
2.1896,0.093419,0.1465,0.15706,0.16234
2.1909,0.090841,0.14507,0.15472,0.15618
2.1922,0.09355,0.14879,0.1548,0.15833
2.1934,0.095325,0.14325,0.15565,0.15665
2.1947,0.098742,0.14918,0.15014,0.16226
2.196,0.095332,0.15712,0.15505,0.16013
2.1972,0.092311,0.14846,0.14738,0.15884
2.1985,0.096976,0.14044,0.15237,0.16035
2.1997,0.096714,0.14607,0.15496,0.1548
2.201,0.093412,0.1458,0.15526,0.16355
2.2023,0.095089,0.14546,0.15205,0.16012
2.2035,0.099441,0.15059,0.15573,0.16176
2.2048,0.091915,0.15089,0.15396,0.16467
2.2061,0.096112,0.14422,0.15041,0.16265
2.2073,0.085425,0.13982,0.15438,0.1661
2.2086,0.093513,0.14492,0.15205,0.15543
2.2099,0.091713,0.14949,0.1522,0.15945
2.2111,0.09245,0.14521,0.15896,0.16062
2.2124,0.097457,0.14551,0.1539,0.15911
2.2137,0.092173,0.14593,0.15112,0.16362
2.2149,0.089277,0.14845,0.15516,0.16028
2.2162,0.092522,0.14537,0.15674,0.15982
2.2174,0.08974,0.14937,0.15613,0.16149
2.2187,0.090317,0.14474,0.16245,0.15804
2.22,0.09552,0.14756,0.14987,0.15727
2.2212,0.094818,0.1496,0.16043,0.15774
2.2225,0.087845,0.14693,0.15158,0.16086
2.2238,0.08959,0.15125,0.15242,0.15755
2.225,0.087044,0.15176,0.15456,0.16188
2.2263,0.092799,0.14996,0.1588,0.15601
2.2276,0.092672,0.14464,0.15424,0.1564
2.2288,0.095749,0.14348,0.15013,0.16199
2.2301,0.086868,0.14358,0.15645,0.15658
2.2314,0.086848,0.14481,0.15442,0.1598
2.2326,0.089219,0.14324,0.15244,0.16242
2.2339,0.089954,0.14708,0.1588,0.16382
2.2351,0.084945,0.14199,0.1503,0.15813
2.2364,0.085808,0.14605,0.14986,0.15478
2.2377,0.087916,0.14724,0.15823,0.15876
2.2389,0.088065,0.14311,0.14849,0.15154
2.2402,0.088355,0.14807,0.15628,0.15763
2.2415,0.096783,0.14108,0.15125,0.15122
2.2427,0.088292,0.14309,0.14807,0.15387
2.244,0.087626,0.14153,0.15912,0.15232
2.2453,0.089766,0.14073,0.15776,0.15503
2.2465,0.088154,0.13529,0.15211,0.14466
2.2478,0.08295,0.14221,0.15506,0.15013
2.2491,0.086966,0.13651,0.14977,0.15346
2.2503,0.084496,0.13855,0.14526,0.15068
2.2516,0.090147,0.15315,0.14772,0.15062
2.2528,0.084023,0.1478,0.14947,0.15125
2.2541,0.092479,0.14678,0.15181,0.15588
2.2554,0.08879,0.14092,0.15023,0.15854
2.2566,0.084833,0.1442,0.15047,0.15091
2.2579,0.09113,0.13543,0.14946,0.15057
2.2592,0.082664,0.13397,0.14466,0.15643
2.2604,0.087202,0.13933,0.14618,0.15103
2.2617,0.085603,0.14782,0.15246,0.15848
2.263,0.09105,0.14172,0.15026,0.15327
2.2642,0.087177,0.14071,0.1456,0.15423
2.2655,0.090524,0.14334,0.14878,0.14856
2.2668,0.085775,0.14588,0.14861,0.15716
2.268,0.087123,0.14445,0.15188,0.15827
2.2693,0.091107,0.14648,0.14009,0.15041
2.2705,0.085457,0.13588,0.14473,0.14353
2.2718,0.09519,0.14093,0.14702,0.14922
2.2731,0.090296,0.14122,0.15034,0.1591
2.2743,0.088284,0.1424,0.14594,0.14952
2.2756,0.091725,0.14149,0.15368,0.1506
2.2769,0.082854,0.13987,0.14866,0.15715
2.2781,0.086677,0.14143,0.14729,0.14789
2.2794,0.088052,0.14436,0.14611,0.15032
2.2807,0.08787,0.14207,0.15086,0.14463
2.2819,0.089641,0.14191,0.14876,0.15189
2.2832,0.087016,0.14421,0.15406,0.15345
2.2845,0.08199,0.14094,0.14851,0.15313
2.2857,0.089954,0.14438,0.15002,0.15377
2.287,0.084321,0.13636,0.15038,0.15382
2.2882,0.089518,0.14003,0.14765,0.15266
2.2895,0.087872,0.13713,0.15069,0.15628
2.2908,0.081498,0.13978,0.15108,0.15431
2.292,0.093496,0.14502,0.14903,0.1542
2.2933,0.087084,0.13981,0.15023,0.15074
2.2946,0.086155,0.13664,0.1448,0.15164
2.2958,0.088081,0.13989,0.15258,0.15149
2.2971,0.082123,0.143,0.15272,0.15107
2.2984,0.088723,0.13923,0.15205,0.15188
2.2996,0.088907,0.14069,0.14874,0.15427
2.3009,0.087578,0.13635,0.14154,0.15082
2.3021,0.084348,0.13496,0.14523,0.1471
2.3034,0.082986,0.1397,0.14839,0.14903
2.3047,0.085744,0.14442,0.14416,0.15137
2.3059,0.092714,0.14116,0.14473,0.14824
2.3072,0.08549,0.13623,0.14791,0.14871
2.3085,0.087421,0.13481,0.14673,0.15231
2.3097,0.091031,0.14702,0.15056,0.15166
2.311,0.087426,0.13525,0.14882,0.1475
2.3123,0.091083,0.13411,0.14852,0.14617
2.3135,0.0885,0.13593,0.1485,0.14765
2.3148,0.081856,0.14343,0.14293,0.15273
2.3161,0.086926,0.13524,0.14348,0.14802
2.3173,0.088066,0.14102,0.14513,0.14606
2.3186,0.087325,0.13902,0.1441,0.14618
2.3198,0.083079,0.14542,0.14226,0.15434
2.3211,0.079931,0.14115,0.14111,0.15286
2.3224,0.086622,0.14145,0.14922,0.15209
2.3236,0.084078,0.14546,0.14494,0.15641
2.3249,0.084781,0.13913,0.14798,0.15094
2.3262,0.088566,0.14023,0.14265,0.15138
2.3274,0.08676,0.13719,0.14945,0.15618
2.3287,0.095411,0.14173,0.13759,0.15005
2.33,0.086539,0.13594,0.13572,0.14957
2.3312,0.087765,0.13915,0.14599,0.14569
2.3325,0.083803,0.14299,0.14017,0.15112
2.3338,0.08686,0.13192,0.14481,0.15156
2.335,0.08956,0.13957,0.13492,0.14996
2.3363,0.091688,0.1418,0.1441,0.15141
2.3375,0.088624,0.13668,0.13913,0.15489
2.3388,0.086116,0.13834,0.13551,0.14096
2.3401,0.090171,0.1419,0.14088,0.14227
2.3413,0.085446,0.137,0.13753,0.14707
2.3426,0.083795,0.13386,0.1389,0.15107
2.3439,0.08993,0.13321,0.147,0.15023
2.3451,0.086279,0.13649,0.13484,0.15215
2.3464,0.086053,0.14007,0.13573,0.14548
2.3477,0.087184,0.13268,0.14181,0.14666
2.3489,0.083365,0.13138,0.14102,0.14482
2.3502,0.079848,0.13614,0.14305,0.14806
2.3515,0.084751,0.13408,0.13609,0.14818
2.3527,0.089938,0.13402,0.14454,0.14308
2.354,0.086321,0.1359,0.13661,0.1472
2.3552,0.082727,0.13175,0.14617,0.15183
2.3565,0.083593,0.13523,0.14689,0.14533
2.3578,0.079404,0.13502,0.14095,0.14798
2.359,0.082676,0.14207,0.13842,0.14533
2.3603,0.082197,0.13299,0.14338,0.14368
2.3616,0.084277,0.13059,0.14822,0.14799
2.3628,0.085751,0.12845,0.13672,0.14647
2.3641,0.091015,0.13007,0.14163,0.13966
2.3654,0.085742,0.12595,0.14335,0.14942
2.3666,0.082359,0.12845,0.15129,0.13626
2.3679,0.082865,0.13256,0.13969,0.14489
2.3692,0.080265,0.13035,0.14577,0.14345
2.3704,0.08085,0.1308,0.14681,0.14309
2.3717,0.083903,0.13434,0.13906,0.14527
2.3729,0.083011,0.13051,0.14045,0.15065
2.3742,0.079148,0.12856,0.14565,0.13873
2.3755,0.07895,0.13514,0.14572,0.14767
2.3767,0.085781,0.13543,0.14598,0.15046
2.378,0.081642,0.1305,0.14676,0.14611
2.3793,0.078858,0.13093,0.14282,0.14655
2.3805,0.082906,0.12733,0.14679,0.14166
2.3818,0.082345,0.13252,0.14179,0.1451
2.3831,0.076475,0.1243,0.1413,0.14038
2.3843,0.085626,0.13652,0.13968,0.13809
2.3856,0.080499,0.13805,0.14065,0.14284
2.3869,0.080401,0.1327,0.14075,0.14565
2.3881,0.075524,0.13337,0.14455,0.14055
2.3894,0.080372,0.1346,0.1363,0.14155
2.3906,0.076752,0.12904,0.14195,0.14365
2.3919,0.083434,0.13459,0.14268,0.14665
2.3932,0.080288,0.13013,0.13927,0.14988
2.3944,0.08043,0.13529,0.14125,0.14029
2.3957,0.081316,0.13315,0.13931,0.14533
2.397,0.081464,0.13915,0.13894,0.14722
2.3982,0.083854,0.1379,0.1413,0.14199
2.3995,0.083766,0.12807,0.14413,0.14564
2.4008,0.078527,0.13073,0.14066,0.13887
2.402,0.085325,0.13673,0.14777,0.14988
2.4033,0.087008,0.13395,0.14202,0.14284
2.4046,0.081044,0.12631,0.14251,0.14699
2.4058,0.083111,0.13515,0.13954,0.14167
2.4071,0.081996,0.13406,0.13632,0.14595
2.4083,0.079866,0.12942,0.1411,0.14051
2.4096,0.079515,0.13445,0.13933,0.15016
2.4109,0.081229,0.13022,0.14483,0.14184
2.4121,0.087162,0.13111,0.13897,0.14464
2.4134,0.081755,0.13304,0.13257,0.14797
2.4147,0.083777,0.13099,0.14286,0.14657
2.4159,0.082988,0.13189,0.14475,0.14119
2.4172,0.085789,0.1303,0.13847,0.14248
2.4185,0.081281,0.13344,0.13581,0.13624
2.4197,0.083854,0.13346,0.13824,0.1498
2.421,0.082733,0.13488,0.13249,0.14264
2.4223,0.082027,0.13281,0.13835,0.14208
2.4235,0.080175,0.13138,0.13409,0.1426
2.4248,0.079302,0.13001,0.1377,0.14122
2.426,0.08332,0.12558,0.13947,0.14299
2.4273,0.086019,0.1345,0.13493,0.15366
2.4286,0.083055,0.12741,0.13749,0.14217
2.4298,0.090883,0.12422,0.13348,0.14294
2.4311,0.080808,0.13035,0.13981,0.1509
2.4324,0.082821,0.12821,0.13534,0.14604
2.4336,0.082024,0.13033,0.13413,0.13953
2.4349,0.079095,0.12991,0.13496,0.1441
2.4362,0.083699,0.13497,0.13676,0.14625
2.4374,0.086734,0.13111,0.13393,0.14007
2.4387,0.080532,0.13238,0.13028,0.13929
2.4399,0.083314,0.12776,0.13767,0.14135
2.4412,0.080784,0.13363,0.13017,0.13747
2.4425,0.074329,0.13171,0.13246,0.13664
2.4437,0.078167,0.12837,0.13255,0.14656
2.445,0.080153,0.12951,0.13601,0.13848
2.4463,0.081018,0.12536,0.13586,0.13477
2.4475,0.081427,0.12766,0.13632,0.14267
2.4488,0.077128,0.1273,0.13349,0.14538
2.4501,0.083518,0.12891,0.12877,0.14125
2.4513,0.080137,0.13257,0.1371,0.13603
2.4526,0.081267,0.1313,0.13493,0.14263
2.4539,0.084159,0.12435,0.13245,0.13485
2.4551,0.083536,0.13078,0.13081,0.13538
2.4564,0.077338,0.12984,0.13745,0.13408
2.4576,0.0799,0.12712,0.13704,0.14288
2.4589,0.077941,0.13386,0.13923,0.13798
2.4602,0.075302,0.12827,0.13022,0.13702
2.4614,0.080949,0.13437,0.13462,0.13961
2.4627,0.075013,0.12701,0.13323,0.14043
2.464,0.080107,0.12595,0.13153,0.13766
2.4652,0.081349,0.12263,0.13843,0.13287
2.4665,0.077417,0.12583,0.13112,0.14107
2.4678,0.079113,0.13097,0.14001,0.13962
2.469,0.078073,0.12982,0.13662,0.13896
2.4703,0.085884,0.13044,0.13803,0.13856
2.4716,0.081892,0.12605,0.13455,0.134
2.4728,0.081556,0.12653,0.13404,0.13456
2.4741,0.079747,0.12418,0.13151,0.1415
2.4753,0.073083,0.12872,0.13211,0.14377
2.4766,0.086843,0.12797,0.13397,0.1303
2.4779,0.086997,0.13004,0.13989,0.14065
2.4791,0.087024,0.12713,0.13628,0.13886
2.4804,0.086981,0.12618,0.13515,0.13926
2.4817,0.080963,0.12763,0.13268,0.1344
2.4829,0.085401,0.12412,0.14119,0.13794
2.4842,0.080389,0.12491,0.13137,0.13107
2.4855,0.077406,0.1223,0.13398,0.13549
2.4867,0.077613,0.12224,0.14142,0.13884
2.488,0.085278,0.12287,0.13341,0.13773
2.4893,0.078014,0.11809,0.13595,0.13887
2.4905,0.072787,0.11832,0.13454,0.14148
2.4918,0.077334,0.13239,0.13364,0.1438
2.493,0.07918,0.13016,0.1395,0.13329
2.4943,0.077411,0.13622,0.13303,0.13725
2.4956,0.080064,0.12599,0.13745,0.13281
2.4968,0.082598,0.13146,0.13181,0.13691
2.4981,0.077773,0.12102,0.13117,0.13686
2.4994,0.073236,0.12758,0.13425,0.13777
2.5006,0.077596,0.11916,0.13028,0.13142
2.5019,0.073721,0.13031,0.13458,0.13979
2.5032,0.083871,0.12352,0.13781,0.13546
2.5044,0.078374,0.12759,0.13237,0.13804
2.5057,0.077688,0.12597,0.13318,0.13155
2.507,0.08139,0.13022,0.13174,0.1337
2.5082,0.078766,0.12406,0.13535,0.13458
2.5095,0.075252,0.12895,0.1284,0.13733
2.5107,0.075292,0.13107,0.13536,0.13261
2.512,0.079525,0.12596,0.12777,0.13117
2.5133,0.069188,0.12723,0.1317,0.12989
2.5145,0.072537,0.12696,0.12955,0.13391
2.5158,0.080648,0.12521,0.13669,0.13429
2.5171,0.072037,0.1298,0.13007,0.13425
2.5183,0.080994,0.12555,0.12805,0.12918
2.5196,0.079366,0.12419,0.12968,0.13327
2.5209,0.070018,0.12885,0.13525,0.13616
2.5221,0.072277,0.12446,0.12182,0.13235
2.5234,0.071198,0.12233,0.13133,0.13505
2.5247,0.07952,0.12265,0.12769,0.13781
2.5259,0.080352,0.12803,0.12766,0.13802
2.5272,0.074837,0.1255,0.12698,0.1365
2.5284,0.078424,0.11791,0.13105,0.12991
2.5297,0.072227,0.12325,0.12608,0.13072
2.531,0.071291,0.12273,0.13323,0.13575
2.5322,0.076316,0.11483,0.12868,0.12672
2.5335,0.07448,0.12306,0.13642,0.13142
2.5348,0.079114,0.12276,0.1256,0.12997
2.536,0.073043,0.12914,0.12787,0.13532
2.5373,0.070878,0.12006,0.13121,0.13734
2.5386,0.075652,0.12421,0.12997,0.13925
2.5398,0.076114,0.12603,0.13282,0.14098
2.5411,0.079974,0.12002,0.12865,0.13576
2.5424,0.079037,0.12823,0.13669,0.13198
2.5436,0.077339,0.11739,0.13013,0.13438
2.5449,0.080749,0.12581,0.13803,0.13595
2.5461,0.076217,0.12314,0.13124,0.13648
2.5474,0.081786,0.11858,0.12919,0.13067
2.5487,0.081075,0.12157,0.12909,0.13829
2.5499,0.072076,0.1228,0.12879,0.1342
2.5512,0.073294,0.12218,0.12619,0.13525
2.5525,0.071802,0.11528,0.13125,0.13393
2.5537,0.076947,0.11928,0.1247,0.13374
2.555,0.081558,0.12285,0.1286,0.13561
2.5563,0.074838,0.12269,0.12928,0.13878
2.5575,0.068764,0.12159,0.12742,0.1362
2.5588,0.072513,0.12208,0.13095,0.12819
2.5601,0.074531,0.12287,0.13106,0.13757
2.5613,0.070665,0.12072,0.12415,0.12809
2.5626,0.077046,0.12061,0.12655,0.13577
2.5638,0.071516,0.11867,0.12603,0.13154
2.5651,0.071775,0.12004,0.12668,0.12899
2.5664,0.074032,0.11698,0.12832,0.12812
2.5676,0.069266,0.12311,0.12829,0.13149
2.5689,0.0747,0.11606,0.13087,0.13162
2.5702,0.077697,0.1255,0.12173,0.1306
2.5714,0.079753,0.12054,0.12261,0.13146
2.5727,0.078866,0.12068,0.12666,0.1324
2.574,0.076566,0.11901,0.12749,0.13108
2.5752,0.077651,0.12227,0.12273,0.14169
2.5765,0.069052,0.1193,0.12859,0.13398
2.5777,0.071797,0.12348,0.12757,0.128
2.579,0.07427,0.12052,0.12431,0.13378
2.5803,0.071786,0.11912,0.12433,0.13835
2.5815,0.069642,0.12021,0.12909,0.13503
2.5828,0.070658,0.11109,0.1276,0.13353
2.5841,0.067774,0.12504,0.12631,0.13603
2.5853,0.069398,0.11624,0.12935,0.13389
2.5866,0.073673,0.12316,0.12522,0.13193
2.5879,0.076346,0.12195,0.12733,0.12741
2.5891,0.072088,0.11856,0.12817,0.13048
2.5904,0.080918,0.11868,0.12771,0.12944
2.5917,0.068194,0.12214,0.12237,0.13467
2.5929,0.071764,0.1177,0.12884,0.13616
2.5942,0.069842,0.11675,0.12907,0.12598
2.5954,0.076805,0.11686,0.12699,0.13326
2.5967,0.073729,0.11893,0.1252,0.12734
2.598,0.073424,0.11773,0.12608,0.12655
2.5992,0.072856,0.11986,0.1255,0.12864
2.6005,0.07395,0.11385,0.12176,0.12825
2.6018,0.072465,0.11431,0.12951,0.13149
2.603,0.077725,0.11438,0.12684,0.12756
2.6043,0.072632,0.11643,0.13024,0.13445
2.6056,0.075754,0.11869,0.12304,0.13199
2.6068,0.076806,0.12335,0.12634,0.12684
2.6081,0.077199,0.11345,0.12868,0.12027
2.6094,0.078442,0.11855,0.12999,0.1344
2.6106,0.074343,0.12481,0.12046,0.13095
2.6119,0.073981,0.11203,0.12684,0.1289
2.6131,0.075963,0.11348,0.1376,0.12233
2.6144,0.082072,0.11576,0.12137,0.12052
2.6157,0.078882,0.11646,0.12231,0.12918
2.6169,0.074292,0.11649,0.12488,0.13403
2.6182,0.079309,0.1104,0.12762,0.1238
2.6195,0.08548,0.11116,0.12458,0.12452
2.6207,0.076708,0.11307,0.1253,0.11919
2.622,0.072265,0.11473,0.12843,0.12265
2.6233,0.074679,0.12051,0.12033,0.1246
2.6245,0.079021,0.11871,0.11958,0.12612
2.6258,0.072184,0.1165,0.12218,0.12466
2.6271,0.078045,0.11894,0.12326,0.12762
2.6283,0.073038,0.11325,0.12454,0.12409
2.6296,0.070073,0.11411,0.12117,0.12309
2.6308,0.07241,0.10966,0.12115,0.12723
2.6321,0.07587,0.1078,0.1226,0.11911
2.6334,0.070096,0.115,0.1231,0.12095
2.6346,0.075885,0.12541,0.1236,0.12465
2.6359,0.071142,0.12111,0.11872,0.12428
2.6372,0.067132,0.1215,0.12057,0.12291
2.6384,0.066585,0.11906,0.11847,0.12542
2.6397,0.068545,0.11993,0.1192,0.12384
2.641,0.070716,0.12325,0.11627,0.12339
2.6422,0.065262,0.11811,0.1188,0.11905
2.6435,0.07495,0.11686,0.11737,0.11797
2.6448,0.066145,0.11805,0.12115,0.12436
2.646,0.070396,0.11358,0.11817,0.12649
2.6473,0.076116,0.11972,0.11781,0.12706
2.6485,0.065128,0.11599,0.11941,0.12926
2.6498,0.06919,0.11753,0.12228,0.12391
2.6511,0.067978,0.12907,0.12801,0.12863
2.6523,0.067773,0.11796,0.1217,0.13235
2.6536,0.06822,0.11484,0.12216,0.12545
2.6549,0.07002,0.12006,0.12039,0.12604
2.6561,0.072777,0.11261,0.12514,0.1236
2.6574,0.070272,0.11808,0.1248,0.12771
2.6587,0.066699,0.12153,0.12662,0.13298
2.6599,0.072826,0.1143,0.13125,0.12276
2.6612,0.066706,0.11672,0.11986,0.1264
2.6625,0.067773,0.11191,0.12921,0.12727
2.6637,0.070616,0.12003,0.12216,0.12501
2.665,0.070778,0.11865,0.11998,0.13046
2.6662,0.074199,0.11278,0.13132,0.13085
2.6675,0.067412,0.11797,0.12561,0.12612
2.6688,0.072929,0.11425,0.12586,0.12928
2.67,0.072198,0.11721,0.13116,0.13031
2.6713,0.072729,0.11402,0.12422,0.13162
2.6726,0.073293,0.12041,0.1243,0.13319
2.6738,0.068127,0.11604,0.12126,0.13069
2.6751,0.07508,0.11742,0.12244,0.12718
2.6764,0.070483,0.11872,0.12654,0.12508
2.6776,0.066665,0.11059,0.13131,0.12552
2.6789,0.076709,0.12389,0.12265,0.1306
2.6802,0.067556,0.11269,0.12403,0.13371
2.6814,0.078456,0.11751,0.12393,0.1285
2.6827,0.074876,0.1124,0.12169,0.12867
2.6839,0.074138,0.10838,0.12087,0.12727
2.6852,0.07441,0.11336,0.12038,0.12788
2.6865,0.071306,0.10677,0.12267,0.12981
2.6877,0.074887,0.1148,0.11729,0.13221
2.689,0.068924,0.11456,0.11926,0.1237
2.6903,0.075686,0.11725,0.12061,0.12447
2.6915,0.073532,0.11238,0.11955,0.12715
2.6928,0.075661,0.10684,0.11932,0.12916
2.6941,0.066424,0.11768,0.12529,0.12367
2.6953,0.069762,0.11072,0.12326,0.13044
2.6966,0.073835,0.11533,0.11682,0.12221
2.6979,0.07171,0.11579,0.11713,0.13341
2.6991,0.066839,0.11386,0.11413,0.12686
2.7004,0.069811,0.11144,0.11188,0.12775
2.7016,0.0728,0.10689,0.11538,0.12019
2.7029,0.071077,0.11521,0.11748,0.12289
2.7042,0.073221,0.11002,0.11342,0.12659
2.7054,0.072005,0.11258,0.11759,0.1141
2.7067,0.067842,0.11375,0.11522,0.12136
2.708,0.069048,0.10484,0.11777,0.12226
2.7092,0.073044,0.10825,0.11801,0.12251
2.7105,0.068146,0.11242,0.11902,0.12396
2.7118,0.07234,0.10896,0.11312,0.12153
2.713,0.064999,0.11197,0.11308,0.12478
2.7143,0.067482,0.10845,0.1156,0.12068
2.7155,0.069603,0.11267,0.11749,0.11935
2.7168,0.067943,0.1088,0.11731,0.11949
2.7181,0.069613,0.10805,0.1199,0.11615
2.7193,0.067493,0.11248,0.11128,0.12196
2.7206,0.074661,0.11155,0.11941,0.12669
2.7219,0.064861,0.10917,0.11951,0.11924
2.7231,0.069343,0.11018,0.11843,0.12197
2.7244,0.070095,0.10867,0.11851,0.11611
2.7257,0.068248,0.10783,0.11971,0.11905
2.7269,0.068367,0.11438,0.11273,0.1236
2.7282,0.070373,0.1104,0.11117,0.11749
2.7295,0.069557,0.11264,0.12355,0.1269
2.7307,0.070634,0.10694,0.11832,0.12163
2.732,0.071426,0.11565,0.11326,0.12084
2.7332,0.067358,0.10492,0.11983,0.11162
2.7345,0.066577,0.11117,0.11459,0.12336
2.7358,0.074408,0.11437,0.11997,0.1193
2.737,0.07112,0.11383,0.11666,0.11749
2.7383,0.071291,0.11504,0.11664,0.11478
2.7396,0.076177,0.1156,0.11613,0.11457
2.7408,0.064609,0.10678,0.1173,0.11837
2.7421,0.068491,0.10882,0.11752,0.11894
2.7434,0.074723,0.10332,0.11624,0.1204
2.7446,0.068513,0.10593,0.12035,0.12673
2.7459,0.072887,0.11006,0.11251,0.11736
2.7472,0.069606,0.11437,0.12132,0.11802
2.7484,0.068718,0.1155,0.11726,0.12209
2.7497,0.073953,0.1096,0.11466,0.12332
2.7509,0.068082,0.10783,0.11322,0.11334
2.7522,0.067751,0.10824,0.11304,0.1117
2.7535,0.065129,0.10632,0.11709,0.12019
2.7547,0.068495,0.1115,0.11868,0.11879
2.756,0.069032,0.1158,0.11537,0.11923
2.7573,0.065688,0.10436,0.11753,0.12165
2.7585,0.066538,0.11365,0.11459,0.12015
2.7598,0.06956,0.11332,0.11737,0.12336
2.7611,0.064125,0.11477,0.11991,0.12144
2.7623,0.067853,0.10889,0.11718,0.11618
2.7636,0.068331,0.10441,0.11691,0.11531
2.7649,0.06117,0.10475,0.10951,0.11906
2.7661,0.067099,0.11289,0.11552,0.11905
2.7674,0.064825,0.10988,0.11533,0.1225
2.7686,0.06677,0.10634,0.11132,0.12263
2.7699,0.067783,0.10781,0.11304,0.12289
2.7712,0.06948,0.10968,0.11834,0.11636
2.7724,0.059975,0.10894,0.11733,0.11763
2.7737,0.065179,0.1146,0.11979,0.11472
2.775,0.06416,0.11164,0.1164,0.11937
2.7762,0.068725,0.10287,0.11614,0.12035
2.7775,0.066617,0.10574,0.11864,0.12174
2.7788,0.072046,0.10882,0.12178,0.12046
2.78,0.067628,0.10629,0.11903,0.12043
2.7813,0.063864,0.10825,0.12255,0.12359
2.7826,0.065565,0.10724,0.11937,0.11878
2.7838,0.068454,0.10478,0.11212,0.11791
2.7851,0.070233,0.10879,0.11161,0.11791
2.7863,0.067386,0.10836,0.11641,0.12367
2.7876,0.063177,0.10801,0.11662,0.12685
2.7889,0.066582,0.11294,0.12103,0.12013
2.7901,0.063094,0.11658,0.11226,0.1201
2.7914,0.07083,0.10666,0.11238,0.11612
2.7927,0.065275,0.10976,0.11588,0.11948
2.7939,0.061585,0.10378,0.11421,0.1189
2.7952,0.064676,0.11381,0.11457,0.11978
2.7965,0.065329,0.10218,0.12267,0.12275
2.7977,0.064293,0.10757,0.11605,0.12381
2.799,0.066673,0.11237,0.11706,0.11888
2.8003,0.064957,0.10457,0.1184,0.11918
2.8015,0.074072,0.10803,0.11226,0.12344
2.8028,0.063063,0.10834,0.11302,0.11762
2.804,0.067034,0.10522,0.11435,0.11703
2.8053,0.070106,0.10704,0.11903,0.12246
2.8066,0.065867,0.099378,0.11365,0.12037
2.8078,0.073723,0.10947,0.11829,0.12289
2.8091,0.066348,0.10964,0.11705,0.11617
2.8104,0.06659,0.10613,0.11155,0.12424
2.8116,0.061062,0.10444,0.10234,0.11715
2.8129,0.063047,0.11331,0.10883,0.1197
2.8142,0.067432,0.10461,0.10964,0.11086
2.8154,0.065488,0.10392,0.11002,0.11532
2.8167,0.067453,0.10795,0.11379,0.11785
2.818,0.069356,0.10902,0.11033,0.11529
2.8192,0.072504,0.099711,0.10887,0.11381
2.8205,0.066439,0.10142,0.11007,0.11786
2.8217,0.066609,0.1065,0.11331,0.11389
2.823,0.058847,0.1038,0.10081,0.11211
2.8243,0.070366,0.10098,0.11139,0.11643
2.8255,0.07262,0.10932,0.11005,0.11804
2.8268,0.067317,0.10912,0.10699,0.11632
2.8281,0.070029,0.10637,0.1098,0.12306
2.8293,0.063412,0.10572,0.1136,0.11007
2.8306,0.06598,0.10415,0.10334,0.11411
2.8319,0.063632,0.10628,0.099853,0.11438
2.8331,0.065741,0.10584,0.10778,0.1153
2.8344,0.060303,0.11059,0.11,0.11536
2.8357,0.065132,0.10775,0.11106,0.10675
